OBJECTID,Route,Signing,Qualifier,Ramp,DOT ID,County Order,Factor Group,Station Start,Station End,HPMS Sample ID,Bridge ID,Railroad Crossing,NHS,Roadway Name,Roadway Number,Speed,Oneway,Region County Station,Station ID,Route ID,From Measure,To Measure,COUNT_STATS_ID,County FIPS,Station Number,Continuous Count Site ID,Functional Class,Federal Direction,Full Count,Oneway Flag,Calculation Year,AE_Flag,AADT,DHV,DDHV,Single Unit AADT,Combination Unit AADT,Most Recent Count Year,Most Recent AADT,K-Factor,D-Factor,2nd Most Recent Count Year,2nd Most Recent AADT,3rd Most Recent Count Year,3rd Most Recent AADT,4th Most Recent Count Year,4th Most Recent AADT,Class Count Year,Class F3 - F13 %,Truck or Heavy Vehicle %,Single Unit Truck or Bus %,Combination Truck %,Motorcycle %,Passenger Vehicle %,Light Duty Truck %,Bus %,Single Unit Truck %,Axle Factor,Single Unit Peak %,CU_Peak,Class Group Year,Speed Count Year,Speed Limit,Average Speed,50th Percentile Speed,85th Percentile Speed,Vehicles Exceeding 55 mph,Vehicles Exceeding 65 mph,Average K-Factor,Average D-Factor,NYS Direction Code,Truck AADT,Symbolized Truck Percentage AADT,Truck AADT Type (Actual vs. Estimated),Truck Percent Source Field Name,Region Name,Region Number,County Number,Morning Highest Value,Afternoon Highest Value,Evening Highest Value
204, , ,0,00907V1N101D,273749,1,30,907V EB (OFF),W 253RD ST, , , ,Y,907V Exit 22 Mo, ,0,Y,13107,013107,273749011,0,0.07,39258180,005,3107,,12,Combined Total,Y,Y,2019,F,3093,338,338,71,11,2016,3012,11,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,82,3,Estimated,,,,,353,146,268
445, , ,0,00907V1N101E,273750,1,30,W 253RD ST,907V EB (ON), , , ,Y,907V Exit 22 Mo, ,0,Y,13108,013108,273750011,0,0.1,39180183,005,3108,,12,Combined Total,Y,Y,2019,F,4194,398,398,96,15,2016,4084,9,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,111,3,Estimated,,,,,416,236,404
99, , ,0,NY009A1N101A,274929,1,30,NY9A NB (OFF),KAPPOCK ST, , , ,Y,NY 9A Exit 18 2, ,0,Y,13109,013109,274929011,0,0.2,39182445,005,3109,,12,Combined Total,Y,Y,2019,F,1257,188,188,29,4,2016,1224,15,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,33,3,Estimated,,,,,58,44,197
283, , ,0,NY009A1N101B,274930,1,30,KAPPOCK ST,NY9A NB (ON), , , ,Y,NY 9A Exit 18 2, ,0,Y,13110,013110,274930011,0,0.16,39247957,005,3110,,12,Combined Total,Y,Y,2019,F,2404,186,186,55,8,2016,2341,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,63,3,Estimated,,,,,194,151,192
544, , ,0,NY009A1N101C,274991,1,30,NY9A SB (OFF),HARRY HUDSON PKWY W, , , ,Y,NY 9A Exit 18 2, ,0,Y,13111,013111,274991011,0,0.1,39231412,005,3111,,12,Combined Total,Y,Y,2019,F,1779,155,155,41,6,2016,1732,9,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,47,3,Estimated,,,,,124,104,162
175, , ,0,NY009A1N102A,274931,1,30,NY9A NB (OFF),HENRY HUDSON PKWY E, , , ,Y,NY9A Exit 19 at, ,0,Y,13112,013112,274931011,0,0.16,39172179,005,3112,,12,Combined Total,Y,Y,2019,F,1944,203,203,45,7,2016,1893,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,52,3,Estimated,,,,,114,87,212
411, , ,0,NY009A1N102D,274934,1,30,HENRY HUDSON PKWY W,NY9A SB (ON), , , ,Y,NY9A Exit 19 at, ,0,Y,13113,013113,274934011,0,0.08,39233512,005,3113,,12,Combined Total,Y,Y,2019,F,2526,291,291,58,9,2016,2459,12,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,67,3,Estimated,,,,,304,140,172
73, , ,0,NY009A1N102B,274932,1,30,HENRY HUDSON PKWY E,NY9A NB (ON), , , ,Y,NY9A Exit 19 at, ,0,Y,13114,013114,274932011,0,0.1,39250200,005,3114,,12,Combined Total,Y,Y,2019,F,3435,376,376,79,12,2016,3345,11,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,91,3,Estimated,,,,,393,203,283
288, , ,0,NY009A1N102C,274933,1,30,NY9A SB (OFF),HENRY HUDSON PKWY W, , , ,Y,NY9A Exit 19 at, ,0,Y,13115,013115,274933011,0,0.11,39126474,005,3115,,12,Combined Total,Y,Y,2019,F,2393,191,191,55,8,2016,2330,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,63,3,Estimated,,,,,174,132,200
556, , ,0,NY009A1N103A,274935,1,30,NY9A NB (OFF),HENRY HUDSON PKWY E, , , ,Y,NY9A Exit 20 Ne, ,0,Y,13116,013116,274935011,0,0.15,39249987,005,3116,,12,Combined Total,Y,Y,2019,F,1637,215,215,38,6,2016,1594,13,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,44,3,Estimated,,,,,225,68,158
310, , ,0,NY009A1N103B,274936,1,30,HENRY HUDSON PKWY,NY9A NB (ON), , , ,Y,NY9A Exit 20 Ne, ,0,Y,13117,013117,274936011,0,0.09,39200603,005,3117,,12,Combined Total,Y,Y,2019,F,2044,209,209,47,7,2016,1990,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,54,3,Estimated,,,,,218,121,165
578, , ,0,NY009A1N103C,274937,1,30,NY9A SB 9OFF),HENRY HUDSON PKWY W, , , ,Y,NY9A Exit 20 Ne, ,0,Y,13118,013118,274937011,0,0.1,39177897,005,3118,,12,Combined Total,Y,Y,2019,F,1697,192,192,39,6,2016,1652,11,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,45,3,Estimated,,,,,201,92,144
200, , ,0,NY009A1N103D,274938,1,30,HENRY HUDSON PKWY W,NY9A SB (ON), , , ,Y,NY9A Exit 20 Ne, ,0,Y,13119,013119,274938011,0,0.12,39189310,005,3119,,12,Combined Total,Y,Y,2019,F,2610,286,286,60,9,2016,2541,11,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,69,3,Estimated,,,,,252,147,299
437, , ,0,NY009A1N104A,274939,1,30,NY9A NB (OFF),HENRY HUDSON PKWY E, , , ,Y,NY9A Exit 21 W, ,0,Y,13120,013120,274939011,0,0.16,39233388,005,3120,,12,Combined Total,Y,Y,2019,F,1623,241,241,37,6,2016,1580,15,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,43,3,Estimated,,,,,252,57,189
57, , ,0,NY009A1N104B,274940,1,30,HENRY HUDSON PKWY E,NY9A NB (ON), , , ,Y,NY9A Exit 21 W, ,0,Y,13121,013121,274940011,0,0.12,39205764,005,3121,,12,Combined Total,Y,Y,2019,F,3876,390,390,89,14,2016,3774,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,103,3,Estimated,,,,,408,211,379
276, , ,0,NY009A1N104C,274941,1,30,Ramp NY9A SB (OFF)Begins,HENRY HUDSON PKWY W, , , ,Y,NY9A Exit 21 W, ,0,Y,13122,013122,274941011,0,0.17,39127362,005,3122,,12,Combined Total,Y,Y,2019,F,3709,363,363,85,13,2016,3611,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,98,3,Estimated,,,,,380,192,298
537, , ,0,0I27801N102A,273790,1,30,"HUNTS POINT AVE
","I895 NB (ON)
", , , ,Y,I278 Exit 49 Hu, ,0,Y,13123,013123,273790011,0,0.23,39184592,005,3123,,11,Combined Total,Y,Y,2019,A,8121,514,514,515,328,2019,8121,6,100,2016,7961,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,843,10,Estimated,,,,,554,505,522
170, , ,0,0I27801N102B,273791,1,30,BRUCKNER BLVD,I278 EB(ON), , , ,Y,I278 Exit 49 Hu, ,0,Y,13124,013124,273791011,0,0.08,39258223,005,3124,,11,Combined Total,Y,Y,2019,A,20773,1499,1499,1316,840,2019,20773,7,100,2018,19428,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,2156,10,Estimated,,,,,1423,1340,1616
405, , ,0,0I27801N103B,273793,1,30,I278 WB (OFF),BRUCKNER BLVD, , , ,Y,I278 at Bronx R, ,0,Y,13125,013125,273793011,0,0.22,39195990,005,3125,,11,Combined Total,Y,Y,2019,F,4655,466,466,295,188,2016,4614,10,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,483,10,Estimated,,,,,224,357,470
67, , ,0,0I27801N103A,273792,1,30,I278 EB (OFF),BRUCKNER BLVD, , , ,Y,I278 at Bronx R, ,0,Y,13126,013126,273792011,0,0.15,39154622,005,3126,,11,Combined Total,Y,Y,2019,F,21957,1419,1419,1391,888,2016,21762,6,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,2279,10,Estimated,,,,,1387,1226,1510
284, , ,0,0I27801N103E,273794,1,30,I278 WB (OFF),BRUCKNER BLVD, , , ,Y,I278 at Bronx R, ,0,Y,13127,013127,273794011,0,0.12,39111690,005,3127,,11,Combined Total,Y,Y,2019,F,19040,1096,1096,144,376,2017,18927,6,100,2010,21502,,,,,2017,14,3,1,2,1,85,11,0,1,1,0,0,2019,2017,25,21,25,33,0,0,13.07251072,59.18663025,0,520,3,Actual,,,,,1185,1074,1059
509, , ,0,0I27801N104A,273795,1,30,I278 EB (OFF),BRUCKNER BLVD, , , ,Y,I278 at White P, ,0,Y,13128,013128,273795011,0,0.18,39255450,005,3128,,11,Combined Total,Y,Y,2019,F,10819,773,773,686,438,2016,10723,7,100,2010,13704,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1124,10,Estimated,,,,,688,598,823
147, , ,0,0I27801N104D,273798,1,30,BRUCKNER BLVD,I278 WB (ON), , , ,Y,I278 at White P, ,0,Y,13129,013129,273798011,0,0.27,39201984,005,3129,,11,Combined Total,Y,Y,2019,F,11219,892,892,711,454,2016,11119,8,100,2010,13174,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1165,10,Estimated,,,,,949,734,705
378, , ,0,0I27801N104B,273796,1,30,BRUCKNER BLVD,I278 EB (ON), , , ,Y,I278 at White P, ,0,Y,13130,013130,273796011,0,0.19,39227203,005,3130,,11,Combined Total,Y,Y,2019,F,7842,613,613,497,317,2016,7772,8,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,814,10,Estimated,,,,,564,473,652
39, , ,0,0I27801N104C,273797,1,30,I278 WB (OFF),BRUCKNER BLVD, , , ,Y,I278 at White P, ,0,Y,13131,013131,273797011,0,0.2,39115736,005,3131,,11,Combined Total,Y,Y,2019,F,13395,918,918,849,542,2016,13276,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1391,10,Estimated,,,,,963,795,977
256, , ,0,0I29501N101A,276747,1,30,I295 NB (OFF),E 177TH ST, , , ,Y,I295 Exit 9 Eas, ,0,Y,13132,013132,276747011,0,0.32,39221121,005,3132,,11,Combined Total,Y,Y,2019,A,1229,91,91,78,50,2019,1229,7,100,2016,1104,2011,1113,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,128,10,Estimated,,,,,98,75,88
517, , ,0,0I29501N101B,276748,1,30,MERGE FROM E 177TH ST,I295 NB (ON), , , ,Y,I295 Exit 9 Eas, ,0,Y,13133,013133,276748011,0,0.15,39238743,005,3133,,11,Combined Total,Y,Y,2019,A,5351,570,570,339,216,2019,5351,11,100,2016,5589,2011,5939,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,555,10,Estimated,,,,,614,285,370
120, , ,0,0I29501N101C,276749,1,30,I295 SB (OFF),THROGS NECK EXP EXT, , , ,Y,I295 Exit 9 Eas, ,0,Y,13134,013134,276749011,0,0.17,39115719,005,3134,,11,Combined Total,Y,Y,2019,A,2955,242,242,187,120,2019,2955,8,100,2016,4046,2011,3733,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,307,10,Estimated,,,,,261,133,222
355, , ,0,0I29501N101D,276750,1,30,MERGE FROM THROGS NECK EXP E,I295 SB (ON), , , ,Y,I295 Exit 9 Eas, ,0,Y,13135,013135,276750011,0,0.13,39185609,005,3135,,11,Combined Total,Y,Y,2019,A,1627,164,164,103,66,2019,1627,10,100,2011,845,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,169,10,Estimated,,,,,132,128,177
20, , ,0,0I29501N102A,276751,1,30,I295 NB (OFF),RANDALL AVE, , , ,Y,I295 Exit 11 Ra, ,0,Y,13136,013136,276751011,0,0.26,39162018,005,3136,,11,Combined Total,Y,Y,2019,F,2850,604,604,181,115,2016,2825,21,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,296,10,Estimated,,,,,609,117,162
231, , ,0,0I29501N102B,276752,1,30,RANDALL AVE,I295 NB (ON), , , ,Y,I295 Exit 11 Ra, ,0,Y,13137,013137,276752011,0,0.29,39229927,005,3137,,11,Combined Total,Y,Y,2019,F,7751,525,525,491,314,2016,7682,7,100,2011,8283,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,805,10,Estimated,,,,,529,411,495
487, , ,0,0I29501N102C,276753,1,30,I295 SB (OFF),RANDALL AVE, , , ,Y,I295 Exit 11 Ra, ,0,Y,13138,013138,276753011,0,0.43,39102001,005,3138,,11,Combined Total,Y,Y,2019,F,8781,759,759,556,355,2016,8703,9,100,2011,8618,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,911,10,Estimated,,,,,449,428,765
131, , ,0,0I29501N102D,276754,1,30,RANDALL AVE,I295 SB (ON), , , ,Y,I295 Exit 11 Ra, ,0,Y,13139,013139,276754011,0,0.31,39240931,005,3139,,11,Combined Total,Y,Y,2019,F,2613,271,271,166,106,2016,2590,10,100,2011,2693,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,272,10,Estimated,,,,,158,124,273
360, , ,0,0I67801N101A,273766,1,30,HUTCHINSON RIVER PKWY,I678 NB (ON), , , ,Y,678I Exit 18 Sc, ,0,Y,13140,013140,273766011,0,0.16,39227651,005,3140,,11,Combined Total,Y,Y,2019,A,1967,161,161,125,80,2019,1967,8,100,2016,1616,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,205,10,Estimated,,,,,164,147,189
591, , ,0,0I67801N101D,273769,1,30,I678 SB (OFF),HUTCHINSON RIVER PKWY, , , ,Y,678I Exit 18 Sc, ,0,Y,13141,013141,273769011,0,0.11,39161776,005,3141,,11,Combined Total,Y,Y,2019,A,3220,369,369,204,130,2019,3220,11,100,2016,2508,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,334,10,Estimated,,,,,280,233,258
214, , ,0,0I67801N101B,273767,1,30,I678 NB (OFF),HUTCHINSON RIVER PKWY, , , ,Y,678I Exit 18 Sc, ,0,Y,13142,013142,273767011,0,0.17,39205877,005,3142,,11,Combined Total,Y,Y,2019,A,2996,211,211,190,121,2019,2996,7,100,2018,2827,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,311,10,Estimated,,,,,211,164,219
455, , ,0,0I67801N101C,273768,1,30,HUTCHINSON RIVER PKWY,I678 SB (ON), , , ,Y,678I Exit 18 Sc, ,0,Y,13143,013143,273768011,0,0.11,39227615,005,3143,,11,Combined Total,Y,Y,2019,F,4936,360,360,313,200,2016,4892,7,100,,,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,513,10,Estimated,,,,,337,331,394
105, , ,0,0I89501N101A,274674,1,30,I895 NB (OFF),WESTCHESTER AVE, ,1076690, ,Y,I895 at Westche, ,0,Y,13144,013144,274674011,0,0.25,39234360,005,3144,,11,Combined Total,Y,Y,2019,F,7031,420,420,446,284,2016,7131,6,100,2011,6731,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,730,10,Estimated,,,,,372,401,423
338, , ,0,0I89501N101C,274675,1,30,I895 SB (OFF),BOONE AVE, , , ,Y,I895 at Westche, ,0,Y,13145,013145,274675011,0,0.25,39236328,005,3145,,11,Combined Total,Y,Y,2019,F,12487,762,762,791,505,2016,12665,6,100,2011,10808,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,1296,10,Estimated,,,,,786,723,572
5, , ,0,0I89501N102B,275003,1,30,27500WESTCHESTER AVE(OFF)3,I895 NB (ON), , , ,Y,I895 at Sherida, ,0,Y,13146,013146,275003011,0,0.12,39242758,005,3146,,11,Combined Total,Y,Y,2019,F,4369,258,258,277,177,2016,4431,6,100,2011,5687,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,454,10,Estimated,,,,,266,228,261
187, , ,0,00907H1N101A,274755,1,30,I278 EB (OFF),907H NB (ON), , , ,Y,907H Exit 2E2W, ,0,Y,13147,013147,274755011,0,0.17,39256663,005,3147,,12,Combined Total,Y,Y,2019,F,24995,1609,1609,54,191,2017,24552,6,100,2010,22664,,,,,2017,12,1,0,1,1,87,11,0,0,1,0,0,2019,2017,50,20,22,25,0,0,13.07251072,59.18663025,0,245,1,Actual,,,,,1378,1613,1720
426, , ,0,00907H1N101B,274756,1,30,Ramp 907H NB (OFF)Begins,I278 WB (ON), , , ,Y,907H Exit 2E2W, ,0,Y,13148,013148,274756011,0,0.14,39184537,005,3148,,12,Combined Total,Y,Y,2019,F,3606,239,239,83,13,2016,3511,7,100,2010,3871,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,96,3,Estimated,,,,,250,216,224
85, , ,0,00907H1N101G,274761,1,30,907H NB (OFF),SOUNDVIEW AVE, , , ,Y,907H Exit 2E2W, ,0,Y,13149,013149,274761011,0,0.15,39225139,005,3149,,12,Combined Total,Y,Y,2019,F,1803,130,130,41,6,2016,1756,7,100,2010,2183,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,47,3,Estimated,,,,,116,104,136
303, , ,0,00907H1N101C,274757,1,30,907H SB (OFF),I278 WB (ON), , , ,Y,907H Exit 2E2W, ,0,Y,13150,013150,274757011,0,0.22,39101343,005,3150,,12,Combined Total,Y,Y,2019,F,17516,1087,1087,43,270,2017,17206,6,100,2010,16710,,,,,2017,10,2,0,2,1,88,9,0,0,1,0,0,2019,2017,25,27,33,40,0,0,13.07251072,59.18663025,0,313,2,Actual,,,,,1162,1026,1072
571, , ,0,00907H1N101D,274758,1,30,MORRISON AVE,907H SB (ON), , , ,Y,907H Exit 2E2W, ,0,Y,13151,013151,274758011,0,0.14,39125619,005,3151,,12,Combined Total,Y,Y,2019,F,2839,198,198,65,10,2016,2764,7,100,2010,916,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,75,3,Estimated,,,,,200,157,207
196, , ,0,00907H1N101E,274759,1,30,I278 WB (OFF),907H SB (ON), , , ,Y,907H Exit 2E2W, ,0,Y,13152,013152,274759011,0,0.12,39195956,005,3152,,12,Combined Total,Y,Y,2019,F,809,57,57,19,3,2016,788,7,100,2010,2814,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,22,3,Estimated,,,,,35,50,60
389, , ,0,00907H1N101F,274760,1,30,907H SB (OFF),I278 EB (ON), , , ,Y,907H Exit 2E2W, ,0,Y,13153,013153,274760011,0,0.14,39112229,005,3153,,12,Combined Total,Y,Y,2019,F,8276,638,638,190,29,2016,8058,8,100,2010,8444,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,219,3,Estimated,,,,,508,429,667
53, , ,0,00907H1N101H,274924,1,30,BRUCKNER BLVD,I278 EB (ON), , , ,Y,907H Exit 2E2W, ,0,Y,13154,013154,274924011,0,0.24,39236003,005,3154,,12,Combined Total,Y,Y,2019,F,15010,1296,1296,345,53,2016,14877,9,100,2010,14267,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,398,3,Estimated,,,,,872,868,1379
268, , ,0,00907H1N102A,274762,1,30,METCALF AVE,907H NB (ON), , , ,Y,907H Exit 3 at, ,0,Y,13155,013155,274762011,0,0.15,39190881,005,3155,,12,Combined Total,Y,Y,2019,F,11777,952,952,36,1,2017,11568,8,100,2010,10645,,,,,2017,8,0,0,0,0,92,8,0,0,1,0,0,2019,2017,25,34,35,40,0,0,13.07251072,59.18663025,0,37,0,Actual,,,,,1017,802,962
529, , ,0,00907H1N102C,274764,1,30,907H SB (OFF),HARROD AVE, , , ,Y,907H Exit 3 at, ,0,Y,13156,013156,274764011,0,0.15,39166988,005,3156,,12,Combined Total,Y,Y,2019,F,4610,338,338,20,1,2017,4528,7,100,2010,4385,,,,,2017,8,0,0,0,0,92,8,0,0,1,0,0,2019,2017,25,34,36,43,0,0,13.07251072,59.18663025,0,21,0,Actual,,,,,308,254,361
165, , ,0,00907H1N102B,274763,1,30,E 173RD ST,907H SB(ON), , , ,Y,907H Exit 3 at, ,0,Y,13157,013157,274763011,0,0.16,39129731,005,3157,,12,Combined Total,Y,Y,2019,F,3923,273,273,11,0,2017,3854,7,100,2010,4079,,,,,2017,7,0,0,0,0,92,7,0,0,1,0,0,2019,2017,25,29,30,35,0,0,13.07251072,59.18663025,0,11,0,Actual,,,,,209,224,292
398, , ,0,00907H1N104A,274766,1,30,B907H NB (OFF),BOSTON RD(ON), , , ,Y,907H Exit 6 at, ,0,Y,13158,013158,274766011,0,0.21,39160622,005,3158,,12,Combined Total,Y,Y,2019,A,4291,282,282,27,10,2019,4291,7,100,2017,4063,2010,4504,,,2017,11,1,1,0,1,88,10,0,0,1,0,0,2019,2017,25,27,29,34,0,0,13.07251072,59.18663025,0,37,1,Actual,,,,,241,275,304
63, , ,0,00907H1N104B,274767,1,30,BOSTON RD(OFF),907H NB (ON), , , ,Y,907H Exit 6 at, ,0,Y,13159,013159,274767011,0,0.17,39229910,005,3159,,12,Combined Total,Y,Y,2019,A,445,102,102,0,0,2019,445,23,100,2017,621,,,,,2017,5,0,0,0,0,94,5,0,0,1,0,0,2019,2017,25,24,25,29,0,0,13.07251072,59.18663025,0,0,0,Actual,,,,,26,25,110
244, , ,0,00907H1N104C,274768,1,30,907H SB (OFF),BOSTON RD(ON), , , ,Y,907H Exit 6 at, ,0,Y,13160,013160,274768011,0,0.19,39199675,005,3160,,12,Combined Total,Y,Y,2019,A,5624,598,598,129,20,2019,5624,11,100,2010,4989,,,,,,,,,,,,,,,,,,2019,,,,,,,,13.07251072,59.18663025,0,149,3,Estimated,,,,,645,303,461
501, , ,0,00907H1N104D,274769,1,30,BOSTON RD,907H SB (ON), , , ,Y,907H Exit 6 at, ,0,Y,13161,013161,274769011,0,0.31,39226552,005,3161,,12,Combined Total,Y,Y,2019,A,4449,470,470,148,0,2019,4449,11,100,2017,3960,2010,3819,,,2019,7,3,3,0,0,93,3,3,0,1,1,0,2019,2017,25,20,22,25,0,0,13.07251072,59.18663025,0,148,3,Actual,,,,,493,210,308
502, , ,0,00907H1N104D,274769,1,30,BOSTON RD,907H SB (ON), , , ,Y,907H Exit 6 at, ,0,Y,13161,013161,274769011,0,0.31,39226552,005,3161,,12,Combined Total,Y,Y,2019,A,4449,470,470,148,0,2019,4449,11,100,2017,3960,2010,3819,,,2019,7,3,3,0,0,93,3,3,0,1,1,0,2019,2017,25,20,22,25,0,0,13.07251072,59.18663025,0,148,3,Actual,,,,,454,222,238
142, , ,0,00907H1N105A,274770,1,30,907H NB (OFF),US1 EB (ON), , , ,Y,907H Exit 7E 7W, ,0,Y,13162,013162,274770011,0,0.26,39231290,005,3162,,11,Combined Total,Y,Y,2019,F,4749,339,339,26,1,2017,4665,7,100,2010,4970,,,,,2017,8,1,1,0,0,92,7,0,1,1,0,0,2019,2017,25,35,37,43,0,0,13.07251072,59.18663025,0,27,1,Actual,,,,,304,276,362
374, , ,0,00907H1N105B,274771,1,30,US1 WB (OFF),907H NB (ON), , , ,Y,907H Exit 7E 7W, ,0,Y,13163,013163,274771011,0,0.33,39247131,005,3163,,11,Combined Total,Y,Y,2019,F,11851,939,939,30,12,2017,11641,8,100,2010,11729,,,,,2017,8,0,0,0,1,92,7,0,0,1,0,0,2019,2017,25,30,31,35,0,0,13.07251072,59.18663025,0,42,0,Actual,,,,,694,814,1004
35, , ,0,00907H1N106A,274778,1,30,907H NB (OFF),908F EB (ON), , , ,Y,907H Exit 8 at, ,0,Y,13164,013164,274778011,0,0.17,39180468,005,3164,,12,Combined Total,Y,Y,2019,A,8521,580,580,128,0,2019,8521,7,100,2017,7852,2010,8155,,,2017,13,1,1,0,1,86,12,0,1,1,0,0,2019,2017,25,30,33,38,0,0,13.07251072,59.18663025,0,128,1,Actual,,,,,554,450,625
253, , ,0,00907H1N105C,274772,1,30,907H SB (OFF),US1 WB (ON), , , ,Y,907H Exit 7E 7W, ,0,Y,13165,013165,274772011,0,0.27,39199141,005,3165,,11,Combined Total,Y,Y,2019,F,7368,515,515,16,0,2017,7237,7,100,2010,7556,,,,,2017,7,0,0,0,0,93,6,0,0,1,0,0,2019,2017,25,42,43,49,2,0,13.07251072,59.18663025,0,16,0,Actual,,,,,550,467,471
471, , ,0,00907H1N105D,274773,1,30,US1 EB(OFF),907H SB (ON), , , ,Y,907H Exit 7E 7W, ,0,Y,13166,013166,274773011,0,0.26,39237154,005,3166,,11,Combined Total,Y,Y,2019,F,8667,651,651,31,20,2017,8513,8,100,2010,9402,,,,,2017,8,1,0,0,0,92,7,0,0,1,0,0,2019,2017,25,35,36,40,0,0,13.07251072,59.18663025,0,51,1,Actual,,,,,422,529,696
116, , ,0,00907H1N105H,274777,1,30,907H SB (OFF),US1 EB (ON), , , ,Y,907H Exit 7E 7W, ,0,Y,13167,013167,274777011,0,0.19,39256123,005,3167,,11,Combined Total,Y,Y,2019,F,8218,562,562,63,76,2017,8072,7,100,2010,7158,,,,,2017,10,2,1,1,0,90,8,0,1,1,0,0,2019,2017,25,25,26,30,0,0,13.07251072,59.18663025,0,139,2,Actual,,,,,585,519,601
352, , ,0,00907H1N105E,274774,1,30,US1 EB (OFF),907H NB (ON), , , ,Y,907H Exit 7E 7W, ,0,Y,13168,013168,274774011,0,0.19,39251313,005,3168,,11,Combined Total,Y,Y,2019,F,7369,637,637,9,0,2017,7238,9,100,2010,7211,,,,,2017,7,0,0,0,0,93,7,0,0,1,0,0,2019,2017,25,25,26,29,0,0,13.07251072,59.18663025,0,9,0,Actual,,,,,372,472,681
15, , ,0,00907H1N105F,274775,1,30,907H NB (OFF),US1 WB (ON), , , ,Y,907H Exit 7E 7W, ,0,Y,13169,013169,274775011,0,0.19,39257027,005,3169,,11,Combined Total,Y,Y,2019,F,8454,654,654,26,1,2017,8304,8,100,2010,8132,,,,,2017,8,0,0,0,0,91,8,0,0,1,0,0,2019,2017,25,23,24,28,0,0,13.07251072,59.18663025,0,27,0,Actual,,,,,699,560,592
